Composer,Performer,Perf_Nationality,Perf_Gender,Piece,Length,Tempo,Time_Signature,Freq_C,Freq_C#/Db,Freq_D,Freq_D#/Eb,Freq_E,Freq_F,Freq_F#/Gb,Freq_G,Freq_G#/Ab,Freq_A,Freq_A#/Bb,Freq_B,Unique_Velocities,Average_Velocity,Min_Velocity,Max_Velocity
Brahms,AliHireche,France,M,VariationsOnAThemeByPaganiniOp35(Books1And2),1387,214,4/4,0.10141,0.04561,0.10069,0.04154,0.1681,0.08221,0.04039,0.06009,0.07467,0.16078,0.03098,0.09354,106,65.81,6,115
Brahms,YonggiuLiu,China,F,PaganiniVariationsOp35Book2,611,223,4/4,0.10939,0.03979,0.10171,0.03378,0.16492,0.0824,0.03544,0.06525,0.06794,0.17247,0.02789,0.09903,115,68.59,3,120
Brahms,SejoonPark,SouthKorea,M,FantasiesOp116No7No7,132,203,4/4,0.06767,0.06165,0.13534,0.02406,0.14662,0.08571,0.03609,0.06466,0.0812,0.13609,0.05714,0.10376,86,79.95,4,113
Brahms,BrendaHuang,China,F,SonataInFSharpMinorNo21stMov,336,211,4/4,0.0625,0.15758,0.07357,0.05205,0.10881,0.04631,0.10533,0.03689,0.10799,0.12787,0.03156,0.08955,103,73.35,6,109
Brahms,SejoonPark,SouthKorea,M,FantasiesOp116No7No6,168,196,4/4,0.04444,0.10994,0.03509,0.08538,0.12749,0.05146,0.09591,0.03626,0.13918,0.09357,0.05497,0.12632,69,58.16,20,91
Brahms,RuiShi,China,F,SonataNo1Op1,1675,199,4/4,0.1253,0.04649,0.0976,0.04688,0.13544,0.07926,0.06704,0.13115,0.04109,0.09435,0.04181,0.09357,113,67.71,2,115
Brahms,SejoonPark,SouthKorea,M,FantasiesOp116No7No3,182,201,4/4,0.13158,0.03199,0.13725,0.12332,0.04799,0.05934,0.04231,0.14964,0.02735,0.09185,0.129,0.02838,86,74.2,3,107
Brahms,RuiShi,China,F,SonataNo1Op11stMov,538,206,4/4,0.11436,0.04583,0.11825,0.04849,0.1072,0.08756,0.05912,0.1385,0.05012,0.10147,0.04992,0.07917,114,68.31,2,118
Brahms,YonJoonYoon,SouthKorea,M,VariationsOnAThemeByPaganiniOp35Book1,745,207,4/4,0.10325,0.04511,0.10206,0.04136,0.17333,0.08627,0.03642,0.06051,0.0761,0.15675,0.02922,0.08963,108,65.53,3,110
Brahms,SejoonPark,SouthKorea,M,FantasiesOp116No7No2,236,158,4/4,0.10872,0.03036,0.11459,0.02449,0.15671,0.0764,0.04799,0.05387,0.05289,0.23408,0.00686,0.09305,61,52.19,25,92
Brahms,Young-AhTak,SouthKorea,F,SonataNo2InFSharpMinorOp2,1447,189,4/4,0.04896,0.11543,0.0956,0.05167,0.10499,0.05197,0.11655,0.07427,0.08869,0.09628,0.06226,0.09335,115,71.02,1,118
Brahms,Jean-SelimAbdelmoula,Switzerland,M,IntermezzosOp119,835,204,4/4,0.11038,0.05111,0.06836,0.10155,0.10761,0.0594,0.07086,0.11736,0.07047,0.07323,0.07007,0.09958,109,62.96,1,110
Brahms,SejoonPark,SouthKorea,M,FantasiesOp116No7No1,114,195,4/4,0.07506,0.08051,0.11441,0.0563,0.10048,0.12833,0.03632,0.10109,0.03148,0.10533,0.13983,0.03087,86,74.41,6,111
Brahms,OxanaShevchenko,Kazakhstan,F,VariationsAndFugueOnTheThemeOfHandelOp24,1477,200,4/4,0.11487,0.04537,0.10865,0.09743,0.02263,0.19174,0.04428,0.0642,0.03409,0.07606,0.18351,0.01716,112,69.44,2,116
Brahms,ClaraYang,USA,F,SonataNo3InFMinorOp5,1999,182,4/4,0.10836,0.11509,0.04079,0.10863,0.04958,0.13356,0.06911,0.07418,0.11523,0.04512,0.10483,0.03552,115,65.36,1,115
Brahms,ClaraYang,USA,F,SonataNo3InFMinorOp51stMov,460,194,4/4,0.13706,0.07896,0.06571,0.0925,0.06091,0.12747,0.0753,0.09306,0.10603,0.04512,0.08686,0.03102,112,65.25,3,115
Brahms,VictoriaKorchinskaya-Kogan,Canada,F,SonataNo3InFMinor,2053,183,4/4,0.1091,0.11548,0.04025,0.11094,0.04893,0.13271,0.06872,0.07339,0.11594,0.0436,0.10568,0.03525,110,64.42,6,116
Brahms,MichaelShilyaev,Russia,M,IntermezzoOp118No2InAMajor,396,177,4/4,0.03299,0.11338,0.09898,0.03479,0.13317,0.03059,0.14097,0.012,0.08098,0.20036,0.0186,0.10318,74,53.96,3,92
Brahms,SejoonPark,SouthKorea,M,FantasiesOp116No7No4,286,172,4/4,0.041,0.11731,0.02278,0.09339,0.18451,0.00456,0.11048,0.01936,0.12187,0.1139,0.02847,0.14237,64,51.54,12,86
Brahms,ChristopherAtzinger,USA,M,Op116No1No2No3,589,174,4/4,0.10749,0.04995,0.124,0.0797,0.08817,0.08751,0.04148,0.1101,0.03822,0.1266,0.1025,0.0443,113,67.65,2,120
Brahms,VictorMaslov,Russia,M,VariationsAndFugueOnTheThemeOfHandelOp24,1557,205,4/4,0.11621,0.04596,0.10889,0.09782,0.02258,0.19411,0.04386,0.06531,0.03421,0.07507,0.17947,0.01651,111,66.67,2,113
Brahms,HaichunWang,China,F,FantasiasOp116SelectionsNo3,193,221,4/4,0.13162,0.03127,0.13464,0.12809,0.04438,0.059,0.04135,0.15028,0.03076,0.09128,0.12708,0.03026,100,69.37,3,108
Brahms,BenjaminKim,USA,M,16WaltzesOp39,1072,195,4/4,0.0494,0.1087,0.04978,0.09937,0.08956,0.05496,0.12492,0.0462,0.12143,0.0676,0.05713,0.13095,101,61.04,6,108
Brahms,YangSong,China,F,PaganiniVariationsOp35Book2,668,208,4/4,0.10411,0.03982,0.1055,0.03398,0.16333,0.07887,0.0402,0.06746,0.07038,0.16637,0.03081,0.09916,114,68.03,2,116
Brahms,JieChen,China,F,VariationsOnAThemeByPaganiniOp35Vol1Vol2,1509,203,4/4,0.10581,0.04359,0.10139,0.03833,0.17088,0.08225,0.03603,0.062,0.07324,0.16406,0.0291,0.09333,105,65.31,6,115
Brahms,HaichunWang,China,F,FantasiasOp116SelectionsNo2,221,185,4/4,0.11045,0.02959,0.11637,0.02367,0.15878,0.07692,0.04832,0.05128,0.05325,0.23077,0.0069,0.09369,87,47.74,3,98
Brahms,BenjaminKim,USA,M,WaltzesOp39No1No2No3No4No5No6No11,391,195,4/4,0.0217,0.11473,0.03255,0.09357,0.10306,0.03445,0.15622,0.02956,0.11961,0.06509,0.04774,0.18172,94,59.55,6,103
Brahms,HaichunWang,China,F,FantasiasOp116SelectionsNo7,122,196,4/4,0.06869,0.06074,0.13377,0.02242,0.14606,0.08026,0.03688,0.06725,0.07954,0.13232,0.06218,0.10991,98,74.7,3,114
Brahms,SejoonPark,SouthKorea,M,FantasiesOp116No7No5,149,195,4/4,0.10115,0.04828,0.05172,0.06667,0.12644,0.04828,0.10805,0.07011,0.03448,0.13678,0.03448,0.17356,71,58.0,12,92
Brahms,JanLisiecki,Canada,M,IntermezzoOp118No6InEFlatMinor,326,179,4/4,0.09506,0.08227,0.02316,0.16575,0.01158,0.14321,0.17428,0.01097,0.0652,0.04997,0.13833,0.04022,101,57.49,3,106
Brahms,InnaFaliks,Ukraine,F,SonataInFMinorOp5,2164,192,4/4,0.11041,0.11414,0.04212,0.108,0.05,0.1325,0.06822,0.0761,0.11428,0.04399,0.10333,0.03691,108,65.49,6,115
Brahms,AlbertMamriev,Israel,M,FantasiesOp116,1458,178,4/4,0.08789,0.06321,0.09987,0.07097,0.11644,0.07038,0.05933,0.08366,0.06215,0.12431,0.07755,0.08424,105,64.13,7,117
Busoni,PeterFriisJohannson,Denmark,M,SonatinaNo6BV284,536,208,4/4,0.05795,0.11257,0.12756,0.05579,0.08809,0.08743,0.08659,0.06744,0.07577,0.12173,0.04263,0.07644,108,61.92,3,112
Busoni,Jae-HyuckCho,USA,M,SonatinaCarmen,483,208,4/4,0.05718,0.11126,0.12682,0.0562,0.09028,0.08783,0.08733,0.06751,0.07537,0.1206,0.04162,0.07799,105,65.25,6,112
Busoni,PetronelMalan,SouthAfrica,F,SonatinaSeconda(1912),574,205,4/4,0.095,0.07224,0.07892,0.07867,0.07595,0.08016,0.07595,0.08214,0.08486,0.06581,0.10688,0.10341,112,56.29,6,124
Carter,RuiShi,China,F,Sonata,691,215,4/4,0.07277,0.11254,0.06283,0.10218,0.07235,0.07362,0.11064,0.05966,0.08716,0.04802,0.10028,0.09795,110,75.12,2,117
Chopin,SuYeonKim,SouthKorea,F,EtudeOp25No11InAMinor,203,215,4/4,0.11828,0.0341,0.07926,0.05653,0.16805,0.08633,0.03748,0.08326,0.06482,0.1235,0.04363,0.10476,107,72.67,2,113
Chopin,WenhaoZhang,China,M,EtudeOp10No5InGFlatMajor,100,205,4/4,0.01273,0.23333,0.00788,0.12848,0.00848,0.02667,0.19939,0.00424,0.19697,0.00545,0.14606,0.0303,91,68.98,3,108
Chopin,MeiLi,China,F,ScherzoNo4InEMajor,651,196,4/4,0.05407,0.12094,0.02948,0.10106,0.12296,0.03268,0.10376,0.03183,0.1334,0.07613,0.05272,0.14098,105,65.04,3,112
Chopin,AdamZukiewicz,Poland,M,EtudeOp10No1,113,196,4/4,0.21675,0.01407,0.10767,0.03448,0.11963,0.08304,0.03096,0.12386,0.03941,0.09078,0.02463,0.11471,91,73.32,3,110
Chopin,WenhaoZhang,China,M,AndanteSpianatoEGrandePolonaiseOp22,825,225,4/4,0.09064,0.02851,0.12249,0.11666,0.04308,0.08888,0.05068,0.14486,0.07576,0.04558,0.12936,0.06348,109,64.0,3,113
Chopin,VivianWang,USA,F,EtudeOp25No11,428,207,4/4,0.02797,0.16733,0.02609,0.10435,0.04183,0.07356,0.17039,0.01974,0.13255,0.0188,0.09706,0.12033,95,63.83,3,110
Chopin,AndreiShychko,Belarus,M,EtudeOp25No11,201,214,4/4,0.11294,0.03615,0.07888,0.05497,0.16313,0.08963,0.03974,0.08664,0.06304,0.12519,0.04272,0.10696,117,75.46,2,123
Chopin,JuliaKociuban,Poland,F,ScherzoNo4InEMajorOp54,666,189,4/4,0.05305,0.12162,0.03036,0.09826,0.12262,0.03287,0.1031,0.03153,0.13514,0.07257,0.05372,0.14515,102,60.84,2,109
Chopin,VladimirLevitsky,Russia,M,EtudeOp25No5,186,216,4/4,0.04749,0.06916,0.0544,0.06547,0.14062,0.0166,0.06731,0.071,0.10881,0.11572,0.02858,0.21485,98,59.64,3,110
Chopin,JuliaKociuban,Poland,F,ScherzoNo4InEMajorOp54(2),624,199,4/4,0.05513,0.12095,0.03024,0.09773,0.12112,0.03375,0.10257,0.03241,0.13365,0.07501,0.05429,0.14317,104,65.23,3,108
Chopin,WanchuanChen,China,M,ScherzoNo2Op31,622,206,4/4,0.08796,0.12337,0.02954,0.08567,0.06283,0.12223,0.09351,0.02905,0.16531,0.06593,0.07539,0.05924,120,75.75,3,126
Chopin,AndrewLi,USA,M,EtudeOp10No5,92,206,4/4,0.01174,0.233,0.00494,0.12855,0.00618,0.02534,0.20519,0.00556,0.19468,0.00494,0.14833,0.03152,88,71.31,3,106
Chopin,VivianLou,Canada,F,EtudesOp10No8No9,147,207,4/4,0.15385,0.0318,0.10271,0.01633,0.08939,0.15084,0.01891,0.14826,0.01418,0.15557,0.08552,0.03266,73,70.44,13,104
Chopin,VladimirLevitsky,Russia,M,BalladeNo4InFMinorOp52,629,188,4/4,0.12835,0.11887,0.03458,0.09992,0.06201,0.12652,0.06052,0.07232,0.1079,0.0527,0.10923,0.0271,109,61.66,2,112
Chopin,VladimirLevitsky,Russia,M,PolonaiseOp26InEFlatMinor,425,182,4/4,0.03978,0.0602,0.03462,0.20017,0.03999,0.13201,0.08579,0.01376,0.10471,0.03204,0.11954,0.13739,107,64.26,2,110
Chopin,MichailNamirovsky,Israel,M,EtudeOp10No7,86,215,4/4,0.13258,0.01756,0.14221,0.0272,0.11105,0.11558,0.0272,0.1796,0.03966,0.09348,0.017,0.09688,84,66.62,5,99
Chopin,ZiYe,China,M,EtudesOp25,666,210,4/4,0.14205,0.0678,0.05235,0.09051,0.09616,0.08567,0.03724,0.0874,0.11738,0.07806,0.05327,0.09212,104,63.56,3,111
Chopin,WanchuanChen,China,M,EtudeOp10No1,116,199,4/4,0.21941,0.01477,0.10549,0.03235,0.11955,0.08439,0.03235,0.12588,0.03797,0.09353,0.0218,0.11252,100,76.2,3,123
Chopin,YangShen,China,F,EtudeOp10No4,117,204,4/4,0.0554,0.15577,0.03724,0.10263,0.10218,0.04314,0.10082,0.05223,0.1426,0.07039,0.06131,0.07629,87,68.46,9,109
Chopin,YuqingMeng,China,M,EtudeOp25No6,131,210,4/4,0.0486,0.10934,0.05698,0.15417,0.12023,0.05111,0.06954,0.05991,0.11437,0.04776,0.05656,0.11144,95,58.77,3,106
Chopin,LindsayGarritson,USA,F,NocturneInBMajorOp9No3,350,209,4/4,0.02957,0.14618,0.05239,0.08238,0.07351,0.06675,0.14195,0.07436,0.06548,0.03971,0.08238,0.14533,90,54.82,3,97
Chopin,MayukiMiyashita,Japan,F,BerceuseOp57,275,203,4/4,0.08244,0.17675,0.01246,0.09609,0.01898,0.13049,0.10439,0.02254,0.22539,0.02195,0.08541,0.02313,64,54.93,15,88
Chopin,MayukiMiyashita,Japan,F,BalladeNo4,641,164,4/4,0.12477,0.11962,0.03373,0.10234,0.0633,0.12394,0.06114,0.07443,0.10949,0.0525,0.10849,0.02625,106,62.74,3,110
Chopin,RuiShi,China,F,NocturneInDFlatMajorOp27No2,429,180,4/4,0.05044,0.15735,0.03399,0.125,0.04715,0.14254,0.13158,0.01261,0.13761,0.04715,0.08224,0.03235,88,48.24,4,96
Chopin,ZhihengGuo,China,M,EtudeOp25No10,243,206,4/4,0.04177,0.11065,0.07718,0.07663,0.09544,0.06086,0.10871,0.08824,0.08382,0.05201,0.09212,0.11259,112,66.99,3,116
Chopin,RuiShi,China,F,EtudeOp10No2,85,214,4/4,0.11921,0.04268,0.10964,0.05887,0.14496,0.07873,0.03458,0.05372,0.05592,0.15526,0.05151,0.09492,84,58.05,7,98
Chopin,JuliaKociuban,Poland,F,BalladeNo4InFMinorOp52,666,153,4/4,0.12448,0.11733,0.03863,0.09698,0.06725,0.12099,0.06248,0.07647,0.10604,0.05723,0.10334,0.02878,112,67.9,2,115
Chopin,NinoUshikishvili,Georgia,F,EtudeOp11No5,83,217,4/4,0.01353,0.22938,0.0058,0.12887,0.00773,0.02899,0.19716,0.0058,0.19716,0.00515,0.14948,0.03093,87,60.77,6,102
Chopin,JuliaKociuban,Poland,F,EtudeOp25No11,226,202,4/4,0.1166,0.03495,0.08165,0.05755,0.16029,0.08979,0.03796,0.08527,0.06297,0.12413,0.04339,0.10545,96,74.69,3,116
Chopin,JuliaKociuban,Poland,F,BarcarolleOp60,477,201,4/4,0.03643,0.16185,0.03706,0.11286,0.06344,0.06051,0.15096,0.01843,0.14259,0.03936,0.09715,0.07936,104,65.89,2,112
Chopin,KonstantinSoukhovetski,Russia,M,EtudeOp10No8,151,207,4/4,0.15252,0.03318,0.10427,0.0168,0.08832,0.15166,0.01853,0.14821,0.01336,0.15295,0.08488,0.03533,86,68.88,2,106
Chopin,YoulSun,Russia,M,EtudeOp10No1,116,195,4/4,0.22367,0.01299,0.10462,0.03463,0.11905,0.08153,0.03247,0.12554,0.03752,0.09163,0.02092,0.11544,84,77.64,3,108
Chopin,TracyWong,USA,F,EtudeOp25No1,141,222,4/4,0.1763,0.07867,0.02464,0.20664,0.03981,0.07156,0.00758,0.07109,0.20711,0.0218,0.07156,0.02322,93,58.05,3,98
Chopin,AndrewZhao,China,M,EtudeOp10No4InCSharpMinor,123,207,4/4,0.05344,0.15024,0.04424,0.10074,0.10031,0.04424,0.10337,0.05388,0.1406,0.07096,0.06264,0.07534,101,69.8,3,113
Chopin,TracyWong,USA,F,ScherzoNo1InBMinorOp20,551,206,4/4,0.02542,0.11156,0.08251,0.04015,0.11761,0.03934,0.15372,0.11539,0.04378,0.03228,0.08897,0.14928,109,70.7,2,114
Chopin,RanJia,China,F,EtudeOp10No4,116,199,4/4,0.05431,0.15485,0.0386,0.10413,0.10054,0.04309,0.10189,0.05072,0.14273,0.07002,0.06463,0.07451,93,70.63,3,119
Chopin,ValerieNarumi,USA,F,MazurkaInCSharpMinorOp50No3,235,196,4/4,0.06597,0.1361,0.00987,0.15221,0.10078,0.0213,0.12364,0.03273,0.16312,0.07532,0.04416,0.07481,86,65.25,4,104
Chopin,MarouanBenabdallah,Hungary,M,EtudeOp10No8,138,207,4/4,0.15206,0.03308,0.1061,0.01804,0.0872,0.1512,0.01933,0.14734,0.01289,0.15335,0.08505,0.03436,88,69.96,3,102
Chopin,MayukiMiyashita,Japan,F,EtudeOp10No8,141,205,4/4,0.1522,0.03292,0.10304,0.01667,0.08978,0.15391,0.01881,0.14536,0.01539,0.15434,0.08465,0.03292,88,65.56,5,107
Chopin,YanZhuoLi,China,M,EtudeOp10No1,118,205,4/4,0.22133,0.01242,0.10592,0.03287,0.12272,0.08327,0.03214,0.12856,0.03871,0.09569,0.01607,0.1103,78,81.08,8,113
Chopin,ZiYe,China,M,EtudeOp25No6InGSharpMinor,125,200,4/4,0.04974,0.1108,0.05621,0.15042,0.12333,0.05297,0.07076,0.05863,0.1108,0.04731,0.05742,0.11161,92,67.49,3,117
Chopin,TamiLin,Canada,F,AndanteSpianatoAndGrandPolonaiseBrillianteOp22,811,208,4/4,0.09032,0.03007,0.12516,0.11521,0.04458,0.08545,0.05051,0.14718,0.07327,0.04659,0.12802,0.06364,108,62.34,3,114
Chopin,TamiLin,Canada,F,ScherzoNo2InBFlatMinorOp31,553,189,4/4,0.08976,0.12356,0.02924,0.0857,0.06423,0.11934,0.09229,0.02688,0.16954,0.06778,0.07404,0.05764,106,68.05,3,112
Chopin,TatianaIvleva,Russia,F,EtudeOp10No8,143,220,4/4,0.15495,0.03342,0.10243,0.01562,0.08898,0.14627,0.01997,0.14757,0.01476,0.15451,0.08594,0.03559,89,63.35,8,101
Chopin,KonstantinSoukhovetski,Russia,M,AndanteSpianato-GrandePolonaiseBrillanteOp22,856,208,4/4,0.09023,0.02901,0.12305,0.11739,0.04383,0.08704,0.05123,0.1463,0.07551,0.04496,0.12809,0.06337,114,63.73,3,118
Chopin,ZihuiSong,China,M,EtudeOp25No11,232,212,4/4,0.11629,0.03389,0.07991,0.05659,0.16822,0.08738,0.03576,0.0824,0.06468,0.12562,0.04167,0.10759,89,73.92,5,110
Chopin,WestonMizumoto,USA,M,BalladeNo4InFMinorOp52,654,164,4/4,0.12525,0.1186,0.03426,0.09847,0.06786,0.12275,0.06221,0.07285,0.10795,0.05339,0.10612,0.03027,111,61.7,3,113
Chopin,WenhaoZhang,China,M,ScherzoNo2InBFlatMinorOp31,579,206,4/4,0.0886,0.12387,0.03009,0.08526,0.06118,0.1232,0.09178,0.02959,0.16767,0.06503,0.07673,0.057,107,68.23,3,114
Chopin,WestonMizumoto,USA,M,MazurkaOp6No2,139,190,4/4,0.10368,0.12064,0.01508,0.17719,0.08671,0.01414,0.06598,0.02074,0.30066,0.03299,0.03487,0.02733,86,54.11,6,95
Chopin,TanyaKaryagina,Kazakstan,F,EtudeOp25No6,151,200,4/4,0.0475,0.11524,0.057,0.15159,0.12474,0.04833,0.07063,0.05783,0.11276,0.04667,0.05783,0.10987,84,61.93,10,96
Chopin,FrankDuepree,Germany,M,EtudeOp10No4,127,199,4/4,0.05468,0.15554,0.03944,0.10399,0.09996,0.04437,0.1013,0.0502,0.14299,0.06903,0.06006,0.07844,88,69.41,3,115
Chopin,PiotrRozanski,Poland,M,EtudeOp10No5,104,204,4/4,0.01543,0.22716,0.00802,0.13086,0.00741,0.02593,0.20309,0.00679,0.19259,0.00432,0.14753,0.03086,88,68.72,3,107
Chopin,ChaeyoungPark,USA,F,BarcarolleOp60,541,200,4/4,0.0352,0.16447,0.03562,0.11335,0.06139,0.06223,0.15378,0.01739,0.14268,0.03666,0.09721,0.08003,101,65.5,2,106
Chopin,AndrewWang,Canada,M,SonataInEFlatMajorHobXVI521stMov,297,211,4/4,0.1484,0.02851,0.10821,0.10821,0.05909,0.10684,0.02817,0.19134,0.08726,0.03641,0.04225,0.05531,102,62.87,3,108
Chopin,XingYuLu,China,M,NocturneOp32No2,268,211,4/4,0.14191,0.11503,0.03217,0.10974,0.04451,0.07492,0.05156,0.06435,0.16615,0.04319,0.10048,0.05597,95,59.81,3,99
Chopin,AndrewZhao,China,M,ScherzoNo4InEMajorOp54,631,214,4/4,0.05458,0.12242,0.03023,0.09824,0.12393,0.03375,0.10025,0.03258,0.13468,0.07809,0.05155,0.13971,109,63.76,3,116
Chopin,MayukiMiyashita,Japan,F,EtudeOp25No11,220,201,4/4,0.11699,0.03671,0.07716,0.05849,0.16521,0.08681,0.03858,0.08339,0.06534,0.12321,0.042,0.1061,97,72.08,3,110
Chopin,FrankDuepree,Germany,M,EtudeOp10No4(2),125,200,4/4,0.05449,0.15409,0.03886,0.10674,0.10049,0.04288,0.10049,0.05002,0.14337,0.06923,0.06297,0.07637,84,74.83,3,120
Chopin,Hye-YeonPart,SouthKorea,F,EtudeOp10No8,148,194,4/4,0.15264,0.03171,0.10275,0.01564,0.08922,0.1518,0.01945,0.14672,0.01395,0.15645,0.08626,0.0334,90,67.63,3,113
Chopin,AndreiShychko,Belarus,M,2PreludesOp28No15No24,399,176,4/4,0.06899,0.07133,0.07133,0.06229,0.08138,0.09712,0.0365,0.0432,0.2639,0.09143,0.04019,0.07234,112,64.45,3,118
Chopin,EricZuber,USA,M,AndanteSpianato-GrandePolonaiseBrillanteOp22(2),795,207,4/4,0.09113,0.03149,0.1214,0.11646,0.04309,0.08669,0.05117,0.14643,0.0766,0.044,0.12958,0.06196,117,70.16,2,122
Chopin,PeijieAngelaYu,China,F,EtudeOp10No1,116,208,4/4,0.2219,0.01305,0.10587,0.03336,0.11748,0.08484,0.03118,0.12545,0.03843,0.095,0.01813,0.1153,84,75.2,6,106
Chopin,PeterFriisJohannson,Denmark,M,MazurkasOp17No1,134,189,4/4,0.12959,0.00576,0.10007,0.07775,0.05832,0.16775,0.01872,0.11303,0.05472,0.04392,0.21454,0.01584,95,61.55,2,105
Chopin,Jean-SelimAbdelmoula,Switzerland,M,EtudeOp25No6,147,223,4/4,0.04803,0.11014,0.05424,0.15528,0.12298,0.04969,0.07246,0.05549,0.1147,0.04803,0.05631,0.11263,88,54.08,3,104
Chopin,InesaSinkevych,Israel,F,EtudeOp10No7,88,225,4/4,0.13535,0.01957,0.13647,0.02796,0.11074,0.12304,0.02573,0.17338,0.04139,0.09564,0.01342,0.09732,82,65.09,10,99
Chopin,InesaSinkevych,Israel,F,BalladeNo1InGMinorOp23,548,201,4/4,0.09165,0.03662,0.14164,0.10134,0.05755,0.06278,0.05755,0.12769,0.06646,0.0808,0.1368,0.03914,102,67.0,6,110
Chopin,InesaSinkevych,Israel,F,BalladeNo1InGMinorOp23(2),520,207,4/4,0.0927,0.03681,0.14126,0.09809,0.0582,0.06167,0.05974,0.12526,0.06996,0.08113,0.13529,0.03989,102,68.49,6,114
Chopin,EricZuber,USA,M,AndanteSpianato-GrandePolonaiseBrillanteOp22,781,210,4/4,0.09091,0.0302,0.12152,0.11493,0.04469,0.08756,0.05088,0.14604,0.07631,0.04378,0.13013,0.06304,119,70.65,2,123
Chopin,Mei-TingSun,USA,M,EtudesOp10No1No2No3No4No5,672,206,4/4,0.08259,0.11054,0.05452,0.0842,0.10386,0.04796,0.10363,0.05141,0.11284,0.08121,0.06763,0.09961,106,68.37,6,112
Chopin,OsipNikiforov,Russia,M,BalladeNo4InFMinorOp52,617,194,4/4,0.12578,0.11974,0.03337,0.09945,0.06423,0.1251,0.06188,0.07563,0.1075,0.05299,0.10833,0.02599,107,60.65,3,110
Chopin,OsipNikiforov,Russia,M,PolonaiseFantasieOp61,672,203,4/4,0.08394,0.09677,0.04797,0.14624,0.06746,0.08328,0.08011,0.06412,0.11259,0.03115,0.10993,0.07645,105,63.64,3,108
Chopin,JanLisiecki,Canada,M,EtudeOp25No11,239,213,4/4,0.11681,0.03246,0.0804,0.05856,0.16505,0.0895,0.03701,0.08586,0.06493,0.12288,0.04157,0.10498,110,69.39,2,116
Chopin,HeleneTysman,France,F,PreludesOp28No1-12,1041,218,4/4,0.05492,0.09178,0.08946,0.07429,0.1084,0.03859,0.10348,0.08238,0.07371,0.09944,0.04928,0.13427,109,58.89,3,116
Chopin,HeleneTysman,France,F,PreludesOp28,2629,175,4/4,0.07621,0.09163,0.06521,0.10331,0.07015,0.07963,0.08252,0.07458,0.11336,0.07252,0.08694,0.08394,118,59.45,2,119
Chopin,HeleneTysman,France,F,EtudeOp10No1,121,202,4/4,0.22022,0.01588,0.10469,0.03394,0.11841,0.08303,0.03321,0.12563,0.03899,0.09386,0.01733,0.1148,84,76.37,3,112
Chopin,PengLin,China,F,BalladeNo3InAFlatMajorOp47,424,217,4/4,0.13939,0.08018,0.04544,0.12847,0.06336,0.08739,0.03561,0.0863,0.17042,0.03474,0.07472,0.05397,109,67.02,3,114
Chopin,JanLisiecki,Canada,M,AndanteSpianatoAndGrandPolonaiseBrillianteOp22,821,207,4/4,0.09345,0.03126,0.12313,0.11513,0.04441,0.08714,0.05273,0.14418,0.07314,0.04631,0.12692,0.0622,111,59.95,3,117
Chopin,ScottMeek,Canada,M,EtudeOp25No12,155,222,4/4,0.23016,0.03106,0.08308,0.08308,0.05314,0.10591,0.00861,0.19349,0.12238,0.01497,0.02246,0.05165,105,69.27,2,115
Chopin,ReedTetzloff,USA,M,BalladeNo2InFMajorOp38,423,179,4/4,0.13539,0.02491,0.09988,0.06067,0.12182,0.11763,0.03551,0.0762,0.03872,0.14624,0.0688,0.07423,110,65.0,3,113
Chopin,ReedTetzloff,USA,M,EtudeOp10No8(2),137,213,4/4,0.15096,0.03439,0.10183,0.01474,0.08933,0.15364,0.0201,0.14828,0.01474,0.15364,0.08352,0.03484,98,63.67,3,108
Chopin,ReedTetzloff,USA,M,EtudeOp10No8,153,208,4/4,0.15327,0.03401,0.10424,0.01546,0.08922,0.15239,0.01988,0.14885,0.01237,0.1515,0.08746,0.03136,95,65.68,4,114
Chopin,RanSun,USA,F,StudyNo27InFMinor(WaltzAfterOp25No2SecondVersion),199,205,4/4,0.18099,0.10269,0.02288,0.06457,0.06457,0.11591,0.03305,0.13371,0.11642,0.02644,0.11795,0.02084,89,65.76,3,104
Chopin,Han-ChienLee,Taiwan,F,EtudeOp10No1,118,207,4/4,0.22711,0.01319,0.10623,0.03297,0.11868,0.08132,0.03297,0.12381,0.03956,0.09451,0.01905,0.11062,75,72.06,8,108
Chopin,SerhiiMorozov,Ukraine,M,EtudeOp10No1,115,201,4/4,0.2231,0.01227,0.11264,0.03249,0.1213,0.08231,0.03105,0.12491,0.03755,0.0917,0.01661,0.11408,75,75.18,3,100
Chopin,MikhailMordvinov,Russia,M,EtudeOp10No12,153,205,4/4,0.17328,0.0425,0.12518,0.11677,0.03083,0.10135,0.03083,0.17001,0.08034,0.02055,0.05371,0.05465,89,75.47,8,110
Chopin,AnnieZhou,Canada,F,EtudeOp10No8,133,207,4/4,0.15371,0.03238,0.10276,0.01468,0.08981,0.15026,0.01943,0.14767,0.01339,0.15803,0.08463,0.03325,85,66.96,11,103
Chopin,AnnieZhou,Canada,F,BalladeNo1InGMinorOp23,539,212,4/4,0.09163,0.03697,0.14351,0.10097,0.05744,0.06122,0.05824,0.1296,0.06619,0.07951,0.13794,0.03677,109,65.34,3,114
Chopin,NinaHu,China,F,NocturneOp27No2,354,197,4/4,0.05057,0.15769,0.03263,0.12507,0.04785,0.14029,0.13377,0.01251,0.13649,0.04731,0.0832,0.03263,97,54.64,3,103
